hours-per-week,capital-loss,capital-gain,sex,race,relationship,occupation,marital-status,education-num,education,fnlwgt,workclass,age,income
40,0,0,Female,Black,Other-relative,Prof-specialty,Separated,9,HS-grad,247547,Private,35,<=50K
38,0,0,Female,White,Not-in-family,Other-service,Never-married,9,HS-grad,29361,Private,29,<=50K
40,0,0,Male,White,Other-relative,Machine-op-inspct,Never-married,9,HS-grad,166851,Private,21,<=50K
40,0,0,Male,White,Husband,Machine-op-inspct,Married-civ-spouse,9,HS-grad,153588,Private,33,<=50K
50,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,15,Prof-school,151369,Federal-gov,61,>50K
40,0,0,Female,White,Not-in-family,Prof-specialty,Never-married,14,Masters,174112,Private,42,<=50K
40,0,0,Female,White,Wife,Adm-clerical,Married-civ-spouse,8,12th,520033,Private,33,<=50K
40,0,0,Female,Black,Own-child,Prof-specialty,Never-married,10,Some-college,194828,State-gov,35,<=50K
20,0,0,Female,White,Own-child,Sales,Never-married,10,Some-college,126613,Private,22,<=50K
40,0,0,Female,White,Not-in-family,Exec-managerial,Divorced,9,HS-grad,26254,Private,61,<=50K
35,0,2463,Female,White,Not-in-family,Other-service,Never-married,11,Assoc-voc,54042,Private,28,<=50K
40,0,0,Male,Black,Own-child,Other-service,Never-married,9,HS-grad,67804,Private,24,<=50K
35,0,0,Male,White,Not-in-family,Prof-specialty,Never-married,14,Masters,53481,Local-gov,58,<=50K
40,0,0,Male,White,Husband,Handlers-cleaners,Married-civ-spouse,9,HS-grad,412379,Private,42,<=50K
45,0,0,Male,White,Husband,Sales,Married-civ-spouse,10,Some-college,220187,Private,56,>50K
40,0,0,Female,Black,Unmarried,Handlers-cleaners,Separated,9,HS-grad,268222,Private,25,<=50K
40,0,0,Female,White,Wife,Adm-clerical,Married-civ-spouse,9,HS-grad,99131,Private,59,<=50K
10,0,3818,Male,White,Husband,Sales,Married-civ-spouse,13,Bachelors,115498,Self-emp-not-inc,65,<=50K
50,2824,0,Male,White,Not-in-family,Exec-managerial,Divorced,14,Masters,317847,Private,57,>50K
44,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,12,Assoc-acdm,98389,Private,36,>50K
50,1887,0,Male,White,Husband,Sales,Married-civ-spouse,10,Some-college,173704,Private,42,>50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,7,11th,115443,Private,18,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,65078,Private,28,>50K
20,0,0,Female,White,Wife,Adm-clerical,Married-civ-spouse,9,HS-grad,24896,Private,20,<=50K
30,0,0,Male,White,Own-child,Tech-support,Never-married,10,Some-college,184710,Private,19,<=50K
40,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,11,Assoc-voc,83893,Private,37,<=50K
40,0,0,Male,White,Not-in-family,Transport-moving,Never-married,10,Some-college,113309,Private,23,<=50K
47,0,0,Male,White,Not-in-family,Craft-repair,Divorced,10,Some-college,160625,Private,60,<=50K
12,0,0,Female,White,Own-child,Adm-clerical,Never-married,8,12th,340043,Local-gov,17,<=50K
45,0,4865,Female,White,Not-in-family,Prof-specialty,Never-married,13,Bachelors,48976,Local-gov,37,<=50K
40,0,0,Male,White,Own-child,Adm-clerical,Divorced,11,Assoc-voc,243875,State-gov,29,<=50K
20,0,0,Male,Black,Not-in-family,Transport-moving,Separated,9,HS-grad,554206,Private,34,<=50K
15,0,0,Female,White,Wife,Exec-managerial,Married-civ-spouse,10,Some-college,205359,Self-emp-not-inc,37,<=50K
40,0,0,Male,White,Husband,Other-service,Married-civ-spouse,13,Bachelors,167281,State-gov,47,<=50K
40,0,0,Female,White,Not-in-family,Other-service,Never-married,9,HS-grad,35663,Private,22,<=50K
40,0,0,Male,White,Husband,Other-service,Married-civ-spouse,9,HS-grad,357437,Private,61,<=50K
40,1848,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,16,Doctorate,331615,Federal-gov,33,>50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,202415,Private,54,>50K
40,1669,0,Female,White,Not-in-family,Prof-specialty,Never-married,14,Masters,180032,Private,40,<=50K
50,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,8,12th,77247,Private,40,>50K
42,0,0,Male,White,Not-in-family,Protective-serv,Never-married,9,HS-grad,101795,Local-gov,40,<=50K
40,2057,0,Male,White,Husband,Craft-repair,Married-civ-spouse,7,11th,272019,Private,35,<=50K
40,0,0,Male,White,Own-child,Transport-moving,Never-married,7,11th,198068,Private,32,<=50K
50,0,0,Male,White,Husband,Sales,Married-civ-spouse,10,Some-college,199326,Self-emp-not-inc,49,<=50K
40,0,0,Female,White,Not-in-family,Adm-clerical,Never-married,9,HS-grad,178841,Private,31,<=50K
50,0,0,Male,White,Not-in-family,Exec-managerial,Never-married,13,Bachelors,109240,Self-emp-inc,26,<=50K
40,0,0,Male,White,Husband,Farming-fishing,Married-civ-spouse,4,7th-8th,128876,Self-emp-not-inc,35,<=50K
40,0,0,Male,Black,Husband,Adm-clerical,Married-civ-spouse,8,12th,354408,Private,43,<=50K
35,0,0,Male,White,Not-in-family,Adm-clerical,Never-married,10,Some-college,206051,Private,32,<=50K
60,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,155659,Private,45,>50K
40,0,0,Male,Black,Not-in-family,Machine-op-inspct,Never-married,9,HS-grad,143299,Private,48,<=50K
40,0,0,Male,White,Not-in-family,Tech-support,Never-married,9,HS-grad,398918,Private,28,<=50K
60,0,0,Female,White,Not-in-family,Prof-specialty,Divorced,13,Bachelors,240612,Self-emp-not-inc,50,<=50K
40,0,0,Male,Black,Other-relative,Adm-clerical,Never-married,9,HS-grad,429346,Private,22,<=50K
20,0,0,Female,White,Own-child,Sales,Never-married,10,Some-college,123718,Private,19,<=50K
63,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,455379,Private,38,>50K
40,0,0,Male,White,Own-child,Transport-moving,Never-married,9,HS-grad,376416,Private,23,<=50K
40,0,0,Male,White,Own-child,Exec-managerial,Never-married,13,Bachelors,234663,Self-emp-inc,24,<=50K
40,0,0,Female,White,Wife,Exec-managerial,Married-civ-spouse,11,Assoc-voc,282142,Private,26,<=50K
40,0,0,Female,White,Unmarried,Tech-support,Divorced,9,HS-grad,208049,State-gov,45,<=50K
40,0,0,Female,White,Unmarried,Adm-clerical,Divorced,10,Some-college,68539,Private,88,<=50K
50,0,0,Male,White,Not-in-family,Exec-managerial,Never-married,9,HS-grad,186452,Private,24,<=50K
40,0,0,Male,Black,Husband,Farming-fishing,Married-civ-spouse,6,10th,165267,Private,48,<=50K
50,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,149726,Self-emp-inc,31,<=50K
40,0,0,Male,Amer-Indian-Eskimo,Unmarried,Adm-clerical,Widowed,9,HS-grad,41374,Private,58,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,329759,Local-gov,35,<=50K
40,0,0,Male,Black,Own-child,Craft-repair,Never-married,9,HS-grad,212433,Private,36,<=50K
55,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,15,Prof-school,185099,Private,36,>50K
40,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,14,Masters,126754,Local-gov,47,>50K
45,0,0,Female,White,Unmarried,Exec-managerial,Married-spouse-absent,10,Some-college,118056,Private,30,<=50K
40,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,14,Masters,200892,Local-gov,30,<=50K
43,0,0,Male,White,Own-child,Exec-managerial,Never-married,13,Bachelors,84119,Self-emp-inc,30,<=50K
40,0,0,Male,White,Own-child,Protective-serv,Never-married,10,Some-college,197918,Local-gov,23,>50K
50,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,15,Prof-school,150533,Self-emp-not-inc,41,>50K
60,0,0,Male,White,Not-in-family,Exec-managerial,Divorced,10,Some-college,443742,Private,52,<=50K
40,0,0,Male,White,Not-in-family,Adm-clerical,Never-married,12,Assoc-acdm,104423,Private,27,<=50K
45,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,169133,Private,59,<=50K
36,0,0,Female,White,Own-child,Sales,Never-married,9,HS-grad,185551,Private,21,<=50K
40,0,0,Female,White,Not-in-family,Machine-op-inspct,Widowed,9,HS-grad,174486,Private,60,<=50K
34,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,15,Prof-school,50468,State-gov,69,>50K
40,0,0,Male,White,Own-child,Sales,Never-married,9,HS-grad,196943,Private,24,<=50K
25,0,0,Male,Black,Own-child,Sales,Never-married,9,HS-grad,120691,Private,19,<=50K
35,0,0,Female,White,Not-in-family,Tech-support,Widowed,10,Some-college,22186,Private,64,<=50K
60,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,11,Assoc-voc,188069,Self-emp-inc,39,>50K
45,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,12,Assoc-acdm,233149,Private,51,>50K
35,0,0,Female,Black,Not-in-family,Craft-repair,Divorced,6,10th,138358,Private,51,<=50K
40,0,0,Female,White,Not-in-family,Tech-support,Divorced,10,Some-college,338013,Private,25,<=50K
40,0,0,Female,White,Unmarried,Tech-support,Divorced,10,Some-college,166339,Private,37,<=50K
14,0,0,Female,White,Not-in-family,Farming-fishing,Widowed,9,HS-grad,392886,Self-emp-not-inc,74,<=50K
40,0,0,Male,Black,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,141838,State-gov,26,>50K
30,0,0,Male,Black,Not-in-family,Other-service,Never-married,9,HS-grad,520759,Private,23,<=50K
36,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,15,Prof-school,37345,Self-emp-inc,57,>50K
15,0,0,Male,White,Own-child,Transport-moving,Never-married,7,11th,387779,Private,20,<=50K
40,0,0,Male,White,Husband,Farming-fishing,Married-civ-spouse,9,HS-grad,201531,Private,37,<=50K
40,0,0,Male,White,Husband,Sales,Married-civ-spouse,13,Bachelors,123598,Private,46,<=50K
45,0,0,Female,White,Not-in-family,Prof-specialty,Divorced,10,Some-college,380614,Private,39,>50K
30,0,0,Female,White,Own-child,Machine-op-inspct,Widowed,9,HS-grad,83859,Private,40,<=50K
40,0,0,Male,White,Husband,Handlers-cleaners,Married-civ-spouse,9,HS-grad,24790,State-gov,50,<=50K
45,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,9,HS-grad,85440,Private,44,<=50K
40,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,421837,Private,41,<=50K
15,1977,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,9,HS-grad,404062,Self-emp-not-inc,30,>50K
50,0,0,Male,White,Husband,Handlers-cleaners,Married-civ-spouse,11,Assoc-voc,224566,Private,38,<=50K
40,0,0,Male,White,Husband,Handlers-cleaners,Married-civ-spouse,6,10th,294991,Private,54,<=50K
52,0,0,Female,Black,Not-in-family,Adm-clerical,Divorced,9,HS-grad,189610,Federal-gov,40,<=50K
40,0,7688,Male,Black,Husband,Handlers-cleaners,Married-civ-spouse,7,11th,219141,Private,37,>50K
40,0,15024,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,20956,Federal-gov,46,>50K
45,0,0,Male,White,Not-in-family,Prof-specialty,Divorced,9,HS-grad,70995,Private,38,<=50K
10,0,0,Female,White,Own-child,Exec-managerial,Never-married,10,Some-college,215232,Private,20,<=50K
40,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,98076,Private,62,>50K
90,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,144351,Self-emp-not-inc,56,<=50K
20,0,0,Female,White,Own-child,Adm-clerical,Never-married,7,11th,54257,Private,17,<=50K
4,0,594,Female,White,Own-child,Other-service,Never-married,7,11th,230373,Self-emp-not-inc,18,<=50K
40,0,0,Male,White,Husband,Farming-fishing,Married-civ-spouse,7,11th,98389,Private,35,<=50K
1,0,0,Male,Black,Own-child,Machine-op-inspct,Never-married,9,HS-grad,184135,Private,21,<=50K
50,0,0,Male,White,Own-child,Craft-repair,Divorced,9,HS-grad,140121,Self-emp-not-inc,46,<=50K
60,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,10,Some-college,24504,Self-emp-not-inc,33,<=50K
40,0,0,Female,White,Not-in-family,Sales,Never-married,10,Some-college,129528,Private,27,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,10,Some-college,415578,Private,36,>50K
40,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,4,7th-8th,97142,Private,42,<=50K
50,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,201328,Private,35,<=50K
40,0,0,Male,White,Not-in-family,Exec-managerial,Separated,13,Bachelors,256620,Private,25,<=50K
40,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,96854,Federal-gov,47,>50K
75,0,15024,Male,White,Husband,Prof-specialty,Married-civ-spouse,15,Prof-school,141858,State-gov,44,>50K
40,0,7688,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,20795,Federal-gov,51,>50K
42,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,9,HS-grad,95519,Private,53,>50K
40,0,0,Male,White,Husband,Protective-serv,Married-civ-spouse,9,HS-grad,112791,Private,47,<=50K
40,0,0,Male,Black,Own-child,Handlers-cleaners,Never-married,7,11th,291407,Private,20,<=50K
70,0,0,Female,Black,Unmarried,Machine-op-inspct,Separated,10,Some-college,239659,Private,32,<=50K
50,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,183151,Private,28,<=50K
40,0,0,Female,White,Not-in-family,Sales,Divorced,9,HS-grad,143807,Private,52,<=50K
40,0,0,Male,White,Not-in-family,Prof-specialty,Separated,14,Masters,186934,Private,35,>50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,10,Some-college,170065,Private,30,<=50K
50,0,6849,Female,White,Not-in-family,Adm-clerical,Never-married,10,Some-college,108328,Private,33,<=50K
20,0,0,Female,White,Own-child,Other-service,Never-married,10,Some-college,204596,Private,21,<=50K
65,1902,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,193453,Private,56,>50K
40,0,15024,Male,White,Husband,Craft-repair,Married-civ-spouse,13,Bachelors,148995,Private,45,>50K
20,0,0,Female,White,Own-child,Exec-managerial,Never-married,10,Some-college,85041,Private,20,<=50K
40,0,0,Male,White,Husband,Other-service,Married-civ-spouse,9,HS-grad,140851,Local-gov,62,>50K
30,0,0,Female,White,Not-in-family,Sales,Never-married,13,Bachelors,196280,Private,24,<=50K
40,0,0,Female,Black,Unmarried,Adm-clerical,Separated,13,Bachelors,38973,Federal-gov,52,<=50K
40,0,0,Male,White,Husband,Sales,Married-civ-spouse,9,HS-grad,39182,Private,23,<=50K
40,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,14,Masters,198841,Private,36,>50K
40,0,0,Male,White,Not-in-family,Craft-repair,Never-married,10,Some-college,694812,Private,40,<=50K
35,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,5,9th,294270,Private,41,<=50K
40,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,195820,Private,59,>50K
37,0,0,Male,White,Not-in-family,Exec-managerial,Never-married,14,Masters,329426,Private,27,<=50K
50,0,0,Male,White,Not-in-family,Exec-managerial,Never-married,10,Some-college,116103,Private,41,<=50K
35,0,0,Male,White,Unmarried,Handlers-cleaners,Never-married,13,Bachelors,206903,Private,27,<=50K
40,0,0,Female,White,Unmarried,Machine-op-inspct,Widowed,9,HS-grad,217577,Private,50,<=50K
55,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,204501,Private,38,>50K
60,0,0,Male,White,Own-child,Machine-op-inspct,Never-married,9,HS-grad,169186,Private,30,<=50K
55,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,109421,Private,48,<=50K
40,0,7298,Male,Black,Husband,Craft-repair,Married-civ-spouse,12,Assoc-acdm,267893,Local-gov,39,>50K
40,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,11,Assoc-voc,200479,Private,40,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,14,Masters,132925,Self-emp-not-inc,59,>50K
50,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,9,HS-grad,170769,Private,34,>50K
60,0,0,Male,White,Not-in-family,Other-service,Never-married,15,Prof-school,186410,Self-emp-inc,47,>50K
20,0,0,Male,White,Husband,Sales,Married-civ-spouse,2,1st-4th,307786,Self-emp-inc,64,<=50K
40,0,0,Male,White,Not-in-family,Transport-moving,Never-married,9,HS-grad,147258,Local-gov,38,<=50K
40,1887,0,Male,White,Husband,Sales,Married-civ-spouse,13,Bachelors,212894,Private,42,>50K
60,0,0,Male,White,Husband,Sales,Married-civ-spouse,13,Bachelors,124356,Private,49,>50K
40,0,0,Male,White,Husband,Tech-support,Married-civ-spouse,10,Some-college,98791,Private,53,<=50K
50,0,0,Male,White,Husband,Adm-clerical,Married-civ-spouse,10,Some-college,216473,Private,35,>50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,107303,Private,38,<=50K
40,0,0,Female,White,Not-in-family,Adm-clerical,Never-married,10,Some-college,197613,Private,23,<=50K
35,0,0,Female,White,Own-child,Adm-clerical,Never-married,10,Some-college,411068,Private,21,<=50K
40,0,0,Female,White,Unmarried,Adm-clerical,Widowed,10,Some-college,192984,Private,47,<=50K
40,0,4865,Male,White,Unmarried,Farming-fishing,Never-married,4,7th-8th,66356,Private,59,<=50K
50,0,0,Male,White,Unmarried,Exec-managerial,Divorced,12,Assoc-acdm,137184,Federal-gov,33,>50K
35,0,0,Male,White,Husband,Machine-op-inspct,Married-civ-spouse,10,Some-college,231105,Self-emp-not-inc,63,>50K
60,0,0,Male,White,Own-child,Other-service,Never-married,9,HS-grad,146586,Local-gov,18,<=50K
50,0,0,Female,White,Not-in-family,Prof-specialty,Never-married,13,Bachelors,32406,Private,32,<=50K
40,0,0,Male,White,Other-relative,Handlers-cleaners,Never-married,9,HS-grad,206777,Private,19,<=50K
40,0,0,Male,White,Own-child,Prof-specialty,Never-married,9,HS-grad,133495,Local-gov,27,<=50K
48,0,0,Male,White,Not-in-family,Transport-moving,Divorced,10,Some-college,34722,Private,40,>50K
40,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,12,Assoc-acdm,133299,Self-emp-not-inc,38,<=50K
47,0,0,Male,White,Own-child,Farming-fishing,Never-married,9,HS-grad,24967,Private,20,<=50K
70,0,0,Male,White,Not-in-family,Transport-moving,Separated,9,HS-grad,171968,Self-emp-not-inc,35,<=50K
40,0,0,Female,White,Own-child,Adm-clerical,Never-married,10,Some-college,412156,Private,22,<=50K
50,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,14,Masters,51290,Private,40,>50K
40,0,3103,Male,White,Husband,Tech-support,Married-civ-spouse,10,Some-college,198265,Private,34,>50K
40,0,0,Male,White,Not-in-family,Handlers-cleaners,Never-married,6,10th,293565,Private,23,<=50K
40,0,0,Male,White,Not-in-family,Adm-clerical,Never-married,13,Bachelors,226288,Private,26,<=50K
60,0,0,Male,White,Husband,Farming-fishing,Married-civ-spouse,10,Some-college,110445,Self-emp-inc,53,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,10,Some-college,160634,Private,34,>50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,174242,Private,39,<=50K
20,0,0,Male,White,Own-child,Sales,Never-married,7,11th,298860,Private,18,<=50K
40,0,0,Male,White,Not-in-family,Exec-managerial,Never-married,13,Bachelors,171584,Private,65,<=50K
40,0,0,Female,White,Own-child,Exec-managerial,Never-married,13,Bachelors,232664,Self-emp-not-inc,49,<=50K
40,0,0,Male,Black,Husband,Other-service,Married-civ-spouse,6,10th,63676,Private,64,<=50K
40,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,170376,Private,68,>50K
40,0,0,Female,White,Not-in-family,Other-service,Divorced,10,Some-college,175964,Self-emp-not-inc,56,<=50K
40,3683,0,Female,White,Not-in-family,Prof-specialty,Divorced,9,HS-grad,422013,Federal-gov,68,<=50K
48,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,105813,Private,35,>50K
12,0,0,Female,Black,Unmarried,Adm-clerical,Never-married,9,HS-grad,306707,Federal-gov,50,<=50K
28,0,0,Female,White,Unmarried,Adm-clerical,Divorced,9,HS-grad,177543,Private,45,<=50K
40,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,13,Bachelors,320277,Private,43,<=50K
40,0,0,Female,Black,Unmarried,Adm-clerical,Separated,10,Some-college,129495,Private,39,<=50K
40,0,1506,Male,White,Unmarried,Craft-repair,Divorced,9,HS-grad,257042,Private,37,<=50K
50,0,0,Male,White,Husband,Tech-support,Married-civ-spouse,13,Bachelors,275995,Private,45,>50K
45,0,0,Female,White,Unmarried,Tech-support,Never-married,12,Assoc-acdm,280440,Private,36,<=50K
40,0,0,Female,White,Not-in-family,Adm-clerical,Never-married,10,Some-college,371556,Private,26,<=50K
32,0,0,Female,White,Not-in-family,Prof-specialty,Never-married,13,Bachelors,408229,Private,36,<=50K
60,0,0,Male,White,Not-in-family,Adm-clerical,Never-married,13,Bachelors,149337,Private,47,<=50K
40,2001,0,Male,Black,Not-in-family,Machine-op-inspct,Never-married,9,HS-grad,209297,Private,34,<=50K
30,0,0,Female,White,Unmarried,Sales,Widowed,10,Some-college,355802,Private,53,<=50K
42,1590,0,Female,White,Not-in-family,Machine-op-inspct,Divorced,13,Bachelors,165949,Private,32,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,3,5th-6th,112507,Self-emp-not-inc,44,<=50K
36,0,0,Male,White,Unmarried,Farming-fishing,Never-married,3,5th-6th,413648,Private,35,<=50K
40,0,0,Female,White,Not-in-family,Prof-specialty,Divorced,12,Assoc-acdm,29235,Private,34,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,10,Some-college,149823,Private,42,<=50K
4,0,0,Female,White,Not-in-family,Other-service,Divorced,9,HS-grad,39530,Private,47,<=50K
40,0,0,Female,White,Not-in-family,Exec-managerial,Divorced,9,HS-grad,255406,Local-gov,56,<=50K
50,0,15024,Male,White,Husband,Prof-specialty,Married-civ-spouse,16,Doctorate,43764,Private,50,>50K
60,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,168322,Private,38,<=50K
40,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,11,Assoc-voc,278322,Private,46,>50K
57,0,0,Female,White,Unmarried,Adm-clerical,Separated,12,Assoc-acdm,115813,Private,47,<=50K
46,0,0,Male,White,Husband,Transport-moving,Married-civ-spouse,9,HS-grad,289636,Private,42,<=50K
40,0,0,Male,White,Husband,Sales,Married-civ-spouse,9,HS-grad,101684,Private,48,<=50K
50,0,0,Female,White,Not-in-family,Exec-managerial,Never-married,9,HS-grad,133425,Private,27,<=50K
36,0,0,Female,White,Wife,Prof-specialty,Married-civ-spouse,11,Assoc-voc,349405,Private,40,<=50K
37,0,99999,Female,White,Wife,Prof-specialty,Married-civ-spouse,16,Doctorate,124076,Private,53,>50K
30,0,0,Female,White,Not-in-family,Exec-managerial,Widowed,11,Assoc-voc,165968,Self-emp-not-inc,75,<=50K
48,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,185099,Private,39,>50K
40,0,0,Female,White,Unmarried,Adm-clerical,Divorced,12,Assoc-acdm,268281,Federal-gov,46,<=50K
40,0,0,Female,Black,Not-in-family,Machine-op-inspct,Widowed,9,HS-grad,154949,Private,51,<=50K
40,0,0,Male,White,Own-child,Other-service,Divorced,9,HS-grad,176711,Private,34,<=50K
40,0,0,Male,White,Husband,Sales,Married-civ-spouse,10,Some-college,165064,Private,23,<=50K
45,0,0,Male,White,Not-in-family,Other-service,Never-married,11,Assoc-voc,213750,Private,32,<=50K
55,0,0,Male,White,Not-in-family,Sales,Never-married,10,Some-college,77132,Self-emp-not-inc,45,<=50K
40,0,0,Male,White,Own-child,Other-service,Never-married,10,Some-college,109667,Private,21,<=50K
44,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,9,HS-grad,162164,Private,36,<=50K
50,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,6,10th,219591,Private,40,<=50K
20,0,0,Male,Black,Not-in-family,Farming-fishing,Divorced,5,9th,236943,Private,68,<=50K
40,0,0,Male,White,Husband,Sales,Married-civ-spouse,13,Bachelors,89226,Private,40,>50K
24,0,0,Female,White,Own-child,Adm-clerical,Never-married,10,Some-college,124751,Private,20,<=50K
40,0,0,Female,White,Not-in-family,Prof-specialty,Divorced,14,Masters,144122,Local-gov,48,>50K
45,0,0,Male,White,Not-in-family,Sales,Never-married,13,Bachelors,98769,Private,27,<=50K
40,0,0,Male,White,Not-in-family,Tech-support,Never-married,11,Assoc-voc,170066,Federal-gov,57,<=50K
98,0,0,Male,White,Husband,Exec-managerial,Married-civ-spouse,9,HS-grad,162439,Self-emp-inc,54,>50K
40,0,0,Female,White,Not-in-family,Other-service,Divorced,9,HS-grad,22900,Private,47,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,10,Some-college,102130,Local-gov,30,<=50K
45,0,0,Male,Other,Husband,Craft-repair,Married-civ-spouse,10,Some-college,381583,Private,35,>50K
40,0,0,Male,White,Not-in-family,Handlers-cleaners,Never-married,8,12th,198277,Local-gov,56,<=50K
28,0,0,Male,White,Own-child,Handlers-cleaners,Never-married,9,HS-grad,243178,Private,20,<=50K
38,0,0,Male,White,Husband,Prof-specialty,Married-civ-spouse,13,Bachelors,177305,Local-gov,38,<=50K
25,0,0,Female,White,Own-child,Sales,Never-married,10,Some-college,167149,Private,19,<=50K
60,0,0,Male,White,Own-child,Prof-specialty,Never-married,13,Bachelors,277144,Local-gov,44,<=50K
12,1602,0,Female,Black,Own-child,Sales,Never-married,10,Some-college,145651,State-gov,21,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,10,Some-college,171351,Private,41,<=50K
16,0,0,Female,White,Own-child,Other-service,Never-married,7,11th,265099,Private,18,<=50K
40,0,0,Male,White,Own-child,Transport-moving,Never-married,5,9th,105617,Private,23,<=50K
32,0,0,Male,Amer-Indian-Eskimo,Husband,Other-service,Married-civ-spouse,10,Some-college,217689,Local-gov,37,<=50K
45,0,0,Male,White,Unmarried,Sales,Divorced,13,Bachelors,73883,Self-emp-not-inc,43,<=50K
40,0,0,Male,White,Unmarried,Transport-moving,Divorced,10,Some-college,326232,Private,40,>50K
12,0,0,Female,White,Not-in-family,Prof-specialty,Divorced,15,Prof-school,106316,Private,27,<=50K
40,0,0,Male,White,Unmarried,Transport-moving,Never-married,10,Some-college,198728,Local-gov,64,<=50K
40,0,0,Male,White,Own-child,Prof-specialty,Never-married,11,Assoc-voc,126501,Federal-gov,31,<=50K
45,0,0,Male,Black,Husband,Exec-managerial,Married-civ-spouse,14,Masters,233802,Private,48,<=50K
24,0,0,Male,White,Not-in-family,Tech-support,Divorced,10,Some-college,208249,Private,28,<=50K
40,0,0,Male,White,Husband,Craft-repair,Married-civ-spouse,10,Some-college,188693,Private,42,<=50K
60,0,0,Male,White,Husband,Sales,Married-civ-spouse,4,7th-8th,93272,Self-emp-inc,60,<=50K
20,0,0,Female,White,Own-child,Other-service,Never-married,7,11th,159299,Private,17,<=50K
40,0,0,Male,Black,Own-child,Adm-clerical,Divorced,6,10th,35136,Private,46,<=50K
