elevation,aspect,slope,hori_distance_hyd,vert_distance,hori_distance_road,hillshade_9am,hillshade_noon,hillshade_3pm,hori_distance_fire,wild_area,soil_type,cover_type
2802,341,20,120,32,1776,175,206,168,1240,2,32,1
3209,84,2,234,10,180,222,235,149,1245,1,22,1
3216,117,1,324,32,420,220,237,153,1015,1,22,1
3224,299,17,474,44,630,170,231,200,819,1,22,1
3282,343,13,30,3,684,194,220,165,875,1,31,1
3275,340,10,192,10,511,200,226,165,1072,1,31,2
3210,309,9,319,36,525,195,234,179,1201,1,23,2
3217,306,11,162,19,741,189,234,184,1237,1,23,2
3232,47,8,234,37,968,223,222,133,1316,1,31,2
3188,63,15,418,-6,979,232,208,105,1415,1,31,1
3157,186,2,648,-37,774,219,240,157,1556,1,21,1
3138,59,12,666,-27,570,229,214,116,1697,1,21,2
3152,346,21,618,76,379,174,202,163,1781,2,32,2
3144,14,28,418,68,582,181,170,113,1677,2,32,2
3112,0,9,212,36,819,207,223,154,1584,2,32,2
3102,21,14,150,26,1027,210,210,134,1530,2,32,2
3081,355,16,190,20,1266,191,209,154,1501,2,30,2
3091,330,12,285,66,1448,192,226,173,1507,2,32,2
3053,8,24,192,63,1595,185,185,130,1550,2,30,2
3049,10,17,30,10,1740,199,203,138,1616,2,30,2
3055,331,18,210,14,1921,174,215,179,1719,2,32,2
3077,10,29,420,36,2089,175,168,117,1831,2,32,2
3017,37,37,295,123,2290,191,134,49,1890,2,32,1
2937,52,15,153,32,2497,227,206,108,1909,2,32,1
2918,35,8,0,0,2710,219,223,139,1958,2,22,1
2982,253,17,192,66,2913,178,249,207,2045,2,32,2
3050,240,22,390,134,3048,175,252,210,2148,2,22,1
3114,316,19,579,193,3177,165,220,193,2255,2,30,1
3188,285,27,837,267,3354,134,227,228,2413,2,26,2
3285,269,18,1041,364,3500,169,244,212,2549,2,26,2
3444,172,14,67,4,3189,228,246,146,1090,2,34,7
3417,135,5,124,1,2984,228,238,144,883,2,34,7
3376,139,16,0,0,2750,242,233,115,648,2,34,7
3368,134,13,85,8,2489,241,233,119,390,2,34,7
3281,94,34,67,35,2201,250,167,16,162,2,38,7
3230,327,10,42,5,1974,196,229,173,234,2,34,7
3222,67,13,212,17,1611,233,213,110,589,2,38,7
3153,68,25,60,37,1396,236,181,61,824,2,38,7
3144,356,25,124,39,1190,172,188,147,1061,2,21,1
3077,57,26,210,-2,1022,227,175,64,1269,2,21,1
3060,348,23,242,19,853,172,196,159,1507,2,21,1
3097,331,21,335,86,738,168,210,179,1717,2,21,1
3146,324,22,467,137,666,159,211,188,1956,2,23,1
3205,256,6,466,88,569,206,244,176,1914,2,23,1
3193,135,23,242,76,540,249,223,90,1798,2,31,2
3133,157,16,120,16,569,236,241,131,1717,2,31,2
3087,133,19,120,32,684,246,227,101,1622,2,31,2
3063,175,5,90,8,828,223,243,154,1516,2,31,2
2965,118,29,120,71,983,254,200,51,1423,2,32,2
2855,125,22,42,11,1087,251,218,84,1371,2,32,2
2827,348,6,0,0,1082,209,231,160,1350,2,22,1
2896,300,31,192,78,1027,119,210,223,1371,2,32,1
3031,312,35,361,226,1020,106,190,213,1347,2,32,1
3102,7,11,525,311,1036,207,218,148,1321,2,30,1
3092,333,13,716,319,1100,189,223,173,1332,2,30,1
3136,246,16,899,366,1159,185,251,202,1376,2,32,1
3178,260,7,895,-24,1266,204,244,178,1463,2,32,1
3207,343,21,726,24,1356,173,204,166,1565,2,32,1
3219,26,15,531,74,1273,212,206,128,1706,2,23,1
3187,117,8,362,77,1236,235,232,129,1708,2,12,2
3116,92,23,170,39,1236,248,199,67,1648,2,12,2
3055,60,8,30,4,1273,226,224,132,1622,2,31,1
3030,45,9,108,3,1290,223,220,131,1627,2,31,1
3014,50,11,258,12,1092,225,217,125,1660,2,31,1
2980,51,13,376,4,872,226,211,117,1728,2,31,1
2943,63,15,446,91,691,232,209,106,1811,2,31,1
2897,34,10,228,18,511,219,218,134,1931,2,23,1
2867,36,10,30,6,408,219,218,133,1848,2,23,1
2848,29,11,127,-1,616,216,217,135,1282,2,31,2
2853,338,19,242,26,765,176,210,171,1182,2,32,2
2838,20,28,256,107,957,189,170,106,1106,2,32,1
2796,10,26,190,51,1140,183,179,124,1080,2,32,1
2780,0,16,120,37,1359,195,209,150,1100,2,32,1
2771,293,23,90,24,1584,148,228,217,1170,2,32,2
2815,352,21,150,25,1813,180,200,155,1282,2,32,1
3209,90,0,216,10,182,219,237,155,1253,1,22,1
3216,127,5,350,32,421,229,237,142,1025,1,22,1
3231,312,19,492,49,631,165,222,196,832,1,22,1
3291,324,11,67,12,642,193,229,175,914,1,31,2
3286,308,14,234,21,469,181,230,189,1110,1,31,2
3223,328,12,319,45,566,191,226,175,1233,1,23,2
3223,325,11,190,25,752,192,228,175,1266,1,23,2
3232,96,2,255,34,977,223,236,149,1343,1,31,2
3194,55,19,430,0,994,228,195,92,1441,1,31,1
3151,157,7,655,-43,780,228,241,146,1579,1,21,1
3135,49,17,633,-30,540,225,201,104,1739,1,32,2
3155,334,19,655,79,342,173,211,176,1822,2,32,2
3164,15,25,430,88,577,188,179,118,1704,2,32,2
3119,3,12,216,43,845,204,217,150,1604,2,32,2
3106,24,25,182,30,1054,198,178,106,1554,2,32,2
3088,353,18,228,27,1293,187,207,156,1530,2,32,2
3101,16,13,323,76,1489,208,213,140,1541,2,32,2
3064,19,22,190,60,1637,198,188,119,1587,2,30,2
3057,354,12,0,0,1782,200,219,157,1655,2,22,2
3074,322,24,240,33,1963,151,207,192,1760,2,32,2
3092,10,23,446,187,2131,189,188,130,1873,2,32,2
3020,49,33,297,119,2331,212,149,46,1921,2,32,1
2944,46,18,182,39,2512,223,197,103,1939,2,32,1
2921,41,15,30,3,2724,221,205,116,1987,2,32,1
2982,276,15,170,62,2888,180,242,202,2072,2,32,2
3043,239,23,376,127,3024,172,252,211,2174,2,22,1
3122,281,14,569,201,3154,181,241,200,2280,2,30,1
3179,274,25,800,258,3312,146,237,226,2418,2,26,1
3276,261,17,1006,355,3458,176,247,208,2551,2,26,2
3435,152,14,67,-2,3166,237,239,130,1065,2,34,7
3410,91,11,67,5,2903,237,223,117,800,2,34,7
3356,211,11,30,4,2642,212,250,173,541,2,34,7
3352,140,19,124,-7,2440,244,231,108,350,2,38,7
3281,92,33,42,22,2210,249,171,24,190,2,38,7
3239,329,12,85,14,1956,190,225,174,277,2,34,7
3243,42,19,234,36,1706,219,195,104,513,2,38,7
3159,55,23,42,-3,1410,227,185,80,830,2,38,7
3158,355,20,150,55,1207,182,200,152,1065,2,21,1
3084,51,26,240,3,1041,222,174,71,1273,2,21,1
3072,342,19,268,23,876,178,208,167,1511,2,21,1
3112,321,19,376,101,752,168,218,188,1749,2,21,1
3166,309,20,509,157,674,161,223,200,1988,2,23,1
3204,173,8,430,87,589,225,244,152,1924,2,31,2
3174,126,23,201,57,570,251,218,82,1812,2,31,2
3126,162,14,90,9,607,233,243,137,1736,2,31,2
3071,146,18,85,16,726,242,235,115,1631,2,31,2
3059,148,11,60,4,870,234,239,135,1530,2,31,2
2941,122,30,85,47,1024,254,200,50,1442,2,32,2
2844,113,13,0,0,1127,242,226,110,1396,2,32,2
2832,330,10,42,5,1101,196,228,171,1380,2,22,1
2906,304,32,212,86,1057,116,205,220,1387,2,32,1
3042,309,32,382,235,1050,119,201,214,1318,2,32,1
3106,2,9,541,310,1065,208,224,153,1291,2,30,1
3098,338,13,732,329,1130,192,222,168,1302,2,30,1
3134,258,13,912,364,1187,187,247,198,1348,2,30,1
3178,273,10,876,-24,1291,192,243,190,1436,2,32,1
3217,335,21,711,14,1383,167,207,176,1539,2,32,1
3225,38,15,511,80,1302,218,205,118,1682,2,12,1
3184,117,11,351,74,1266,238,230,121,1736,2,12,2
3115,93,26,150,38,1266,250,192,54,1677,2,12,2
3054,45,8,0,0,1310,223,223,135,1651,2,19,1
3030,36,8,150,3,1271,220,222,138,1660,2,31,1
3014,35,11,300,12,1075,219,215,130,1695,2,31,1
2978,50,12,417,2,860,225,213,120,1766,2,31,1
2939,63,16,424,8,684,232,207,102,1852,2,31,1
2898,33,11,190,19,516,218,216,133,1972,2,23,1
2872,293,22,0,0,430,155,230,213,1842,2,23,1
2865,45,13,85,-1,582,223,210,119,1357,2,31,2
2854,350,22,216,12,721,175,198,157,1248,2,32,2
2861,7,17,301,51,900,197,204,141,1158,2,32,2
2827,27,27,242,82,1075,198,172,97,1116,2,32,1
2808,33,20,182,65,1289,212,192,108,1116,2,32,1
2751,83,16,0,0,1482,241,211,96,1158,2,22,1
2811,329,21,180,58,1708,164,210,182,1248,2,32,1
2827,12,22,134,36,1908,191,189,128,1357,2,32,1
3211,243,7,285,12,277,207,246,176,1177,1,22,1
3220,273,4,408,36,484,209,241,170,981,1,22,1
3257,294,8,582,78,722,199,238,179,767,1,22,1
3301,326,14,108,22,600,185,224,178,953,1,31,2
3222,316,15,384,77,484,179,226,187,1260,1,23,2
3233,33,7,277,35,659,219,226,143,1273,1,23,2
3224,290,10,218,26,875,191,239,188,1328,1,23,2
3224,41,14,342,29,1072,221,208,119,1409,1,31,1
3159,38,18,552,-35,900,217,198,111,1531,1,32,1
3146,308,8,636,-19,690,197,235,178,1660,1,21,1
3122,43,12,576,-22,450,222,213,124,1825,1,32,2
3161,323,23,693,118,306,156,210,190,1864,2,32,2
3173,15,16,470,97,543,204,206,136,1744,2,32,2
3140,35,22,297,64,752,211,185,99,1661,2,32,2
3130,1,19,210,54,992,190,201,145,1595,2,32,2
3091,12,34,242,19,1231,166,151,104,1563,2,32,2
3104,333,19,342,67,1471,173,212,176,1567,2,32,2
3078,9,22,247,74,1621,190,190,131,1601,2,30,2
3062,17,11,30,5,1782,211,216,141,1671,2,22,2
3068,328,16,180,27,1936,179,219,179,1758,2,32,2
3107,20,24,420,66,2124,196,183,115,1880,2,32,2
3061,56,30,361,167,2297,223,162,51,1950,2,32,1
2960,37,20,218,55,2501,215,191,104,1965,2,32,1
2948,39,26,85,30,2684,210,173,84,2001,2,32,1
2967,246,21,108,51,2830,173,251,212,2079,2,32,2
3035,1,14,283,119,2947,199,212,150,2160,2,32,1
3097,242,23,503,176,3092,168,251,215,2274,2,30,2
3146,274,11,706,225,3229,190,243,192,2389,2,30,1
3251,262,26,940,330,3394,147,242,228,2535,2,26,2
3330,245,20,1090,331,3546,174,251,211,2674,2,26,2
3413,198,3,127,8,2969,218,242,160,866,2,34,7
3365,97,13,30,0,2736,241,220,106,636,2,34,7
3359,134,15,60,0,2506,242,232,116,417,2,38,7
3317,131,21,85,28,2305,248,224,93,258,2,38,7
3238,25,11,67,2,2051,215,216,137,242,2,34,7
3261,342,15,201,37,1800,188,217,167,443,2,38,7
3204,43,19,108,13,1557,220,195,103,693,2,38,7
3166,357,22,60,29,1323,180,194,148,953,2,21,1
3146,64,24,234,50,1129,234,184,69,1189,2,21,1
3085,13,21,270,11,977,194,192,129,1396,2,21,1
3102,318,16,350,73,834,175,223,187,1634,2,21,1
3137,315,22,443,128,750,157,216,197,1842,2,23,1
3188,269,13,543,71,658,185,244,199,2014,2,23,1
3193,160,14,335,76,603,233,242,136,1906,2,31,2
3139,119,15,108,22,607,245,225,105,1805,2,31,2
3104,128,20,67,25,671,248,224,94,1739,2,31,2
3058,165,7,30,3,807,226,242,150,1611,2,21,1
3020,123,35,30,-4,955,253,190,33,1521,2,32,2
2884,110,30,30,-9,1099,254,193,43,1448,2,32,2
2837,13,4,60,-2,1182,215,231,152,1415,2,22,1
2864,302,25,134,40,1106,142,219,213,1409,2,32,1
2971,315,37,297,154,1080,100,182,208,1328,2,32,1
3078,309,20,467,274,1082,161,223,200,1273,2,32,1
3099,12,15,633,304,1113,203,207,139,1260,2,30,1
3111,315,13,824,341,1179,186,229,183,1289,2,30,1
3150,261,11,983,-52,1249,194,246,191,1348,2,30,1
3204,304,18,787,1,1365,169,228,199,1451,2,32,1
3238,355,17,618,62,1376,191,208,154,1566,2,12,1
3209,102,15,424,64,1312,243,220,102,1719,2,12,2
3165,115,13,256,55,1290,243,226,110,1739,2,12,2
3079,95,13,67,10,1307,240,221,110,1693,2,12,1
3052,36,10,60,1,1357,219,217,132,1680,2,31,1
3029,28,9,212,4,1226,217,220,138,1697,2,31,1
3012,42,13,362,13,1033,222,211,122,1739,2,31,1
2974,52,11,474,-2,824,226,217,124,1816,2,31,1
2928,69,15,361,2,658,234,210,103,1906,2,23,1
2896,45,13,124,17,510,223,211,120,1981,2,23,1
2912,290,22,60,45,451,153,231,215,1813,2,23,1
2870,46,13,108,1,607,224,210,118,1381,2,31,2
2869,346,22,258,27,764,171,198,162,1261,2,32,2
2869,9,19,335,138,942,195,199,137,1179,2,32,1
2835,17,27,268,90,1116,188,173,111,1144,2,32,1
2807,49,25,180,64,1328,222,178,77,1150,2,32,1
2747,355,3,30,-3,1521,215,234,157,1195,2,22,1
2827,336,22,210,74,1746,166,205,175,1288,2,32,1
2835,25,24,153,30,1945,200,182,108,1398,2,32,1
3211,305,4,277,12,285,209,237,167,1187,1,22,1
3220,292,4,433,36,488,207,239,170,993,1,22,1
3260,285,5,600,80,726,205,240,174,782,1,22,1
3307,325,15,124,28,576,182,223,180,966,1,31,2
3235,333,11,424,57,525,196,226,170,1290,1,23,2
3233,56,7,283,35,700,225,226,135,1307,1,23,2
3235,298,9,256,37,914,195,237,182,1366,1,23,2
3226,36,14,384,31,1101,218,207,122,1449,1,31,1
3162,26,21,591,-32,870,205,189,113,1573,1,32,1
3154,325,10,598,-11,660,196,230,173,1702,1,21,1
3123,6,15,534,-21,420,200,209,144,1867,1,32,1
3162,323,24,674,109,272,153,208,190,1905,2,32,2
3185,25,17,510,109,511,210,202,124,1784,2,32,2
3159,30,20,339,83,721,210,192,111,1699,2,32,2
3126,257,3,240,50,960,212,241,167,1630,2,32,2
3153,358,38,270,77,1170,137,144,124,1597,2,32,2
3106,354,27,342,52,1410,166,183,148,1593,2,32,2
3094,19,19,301,-12,1608,203,197,126,1618,2,30,2
3076,19,14,67,4,1762,208,209,135,1679,2,22,2
3071,14,10,120,30,1911,211,220,145,1758,2,22,2
3118,332,21,360,77,2094,168,209,178,1873,2,32,2
3093,43,24,417,199,2264,216,179,86,1981,2,32,1
2987,55,27,268,82,2465,225,172,64,1988,2,32,1
2981,18,28,150,63,2643,186,168,106,2018,2,32,1
2949,241,27,67,33,2789,159,250,220,2097,2,32,2
3039,303,17,242,123,2905,170,229,199,2175,2,32,2
3091,237,25,495,170,3069,169,252,213,2300,2,30,2
3147,269,12,700,226,3207,187,244,196,2413,2,30,1
3249,261,25,931,328,3373,150,243,226,2558,2,26,2
3424,115,17,30,-9,3180,247,222,98,1077,2,34,7
3413,135,2,134,8,2947,223,238,151,845,2,34,7
3355,217,9,0,0,2572,210,249,175,484,2,34,7
3315,151,19,85,27,2343,241,236,116,300,2,38,7
3250,29,12,67,4,2117,216,213,132,247,2,34,7
3261,340,14,190,36,1895,190,219,167,384,2,38,7
3251,28,22,190,23,1677,205,185,107,591,2,38,7
3176,3,23,0,0,1415,182,189,139,874,2,21,7
3175,14,14,182,63,1242,207,211,140,1077,2,21,1
3103,15,23,300,18,1061,192,185,122,1312,2,21,1
3087,344,14,323,23,924,192,218,164,1519,2,21,1
3137,322,20,443,124,797,166,216,188,1786,2,23,1
3175,305,11,553,167,726,188,234,186,1994,2,23,1
3190,161,14,391,73,641,233,243,137,1961,2,31,2
3161,127,18,182,44,630,247,225,98,1867,2,31,2
3109,138,13,30,0,674,239,235,124,1784,2,31,2
3057,140,15,30,0,774,241,235,120,1682,2,21,1
3038,121,26,0,0,934,253,209,66,1572,2,32,1
2923,121,30,30,-5,1075,254,200,49,1500,2,32,2
2836,135,1,42,-4,1194,220,238,154,1451,2,22,1
2842,320,13,90,16,1158,187,228,181,1425,2,22,1
2946,303,38,277,125,1114,90,192,227,1320,2,32,1
3062,310,25,424,251,1110,145,214,206,1259,2,32,1
3112,20,11,600,322,1130,212,217,140,1230,2,30,1
3110,342,12,768,337,1187,195,222,166,1243,2,30,1
3143,306,13,967,373,1254,184,232,188,1300,2,30,1
3181,295,15,841,-21,1343,175,234,199,1382,2,30,1
3243,327,17,658,40,1426,176,218,181,1507,2,32,1
3231,92,16,474,76,1361,243,214,96,1637,2,12,2
3170,146,14,297,54,1323,238,237,126,1784,2,12,2
3113,93,25,108,34,1325,249,192,56,1736,2,12,1
3059,26,10,67,2,1376,215,218,138,1710,2,31,1
3037,27,11,212,6,1265,215,217,137,1723,2,31,1
3012,43,13,402,13,1020,222,212,122,1776,2,31,1
2977,54,10,499,1,841,226,218,124,1844,2,31,1
2923,67,13,319,-2,658,232,215,112,1947,2,23,1
2900,45,12,120,21,537,223,213,122,1998,2,23,1
2930,295,16,120,69,480,173,234,201,1786,2,23,1
2880,39,12,108,4,618,220,213,126,1423,2,31,2
2877,343,22,268,29,764,170,201,166,1301,2,32,2
2878,0,15,360,52,914,196,210,150,1224,2,32,2
2853,22,26,301,108,1107,194,176,107,1176,2,32,1
2829,20,19,240,86,1288,203,195,124,1173,2,32,2
2749,330,4,30,-2,1532,210,235,163,1224,2,22,1
2832,320,23,228,81,1728,153,211,194,1301,2,32,2
2847,25,25,182,42,1954,200,179,105,1423,2,32,1
3213,231,6,153,14,192,210,246,172,1310,1,22,1
3218,309,10,391,19,408,193,234,181,1087,1,22,1
3232,284,13,531,48,612,184,240,196,900,1,22,1
3314,327,14,134,34,551,184,223,178,979,1,31,2
3238,301,6,446,93,541,204,238,172,1320,1,23,2
3233,0,4,295,35,741,213,232,156,1342,1,23,2
3238,336,12,285,40,926,193,223,170,1395,1,23,2
3228,21,14,426,33,1080,210,209,133,1489,1,31,1
3175,24,27,604,-19,870,195,172,101,1598,1,32,1
3170,9,18,547,4,570,196,201,138,1784,1,32,1
3139,2,13,469,-5,360,201,215,150,1931,1,32,1
3191,328,22,685,115,330,161,209,184,1899,2,32,2
3189,38,13,499,113,540,219,212,125,1798,2,32,2
3154,13,15,324,78,780,204,208,139,1708,2,32,2
3127,7,4,270,51,990,215,232,154,1653,2,32,2
3146,26,27,301,70,1230,196,171,98,1622,2,32,2
3126,352,27,384,72,1440,164,184,151,1624,2,32,2
3097,23,18,240,-9,1668,206,198,123,1660,2,30,2
3080,35,16,30,8,1804,216,202,117,1717,2,22,2
3081,315,19,180,40,1976,167,221,193,1811,2,32,2
3134,351,16,390,93,2137,189,211,158,1914,2,32,2
3074,62,31,404,173,2330,229,161,42,2010,2,32,1
2983,25,23,285,74,2506,201,183,109,2021,2,32,1
2974,40,31,108,56,2644,207,158,67,2060,2,32,1
2954,242,29,67,34,2779,152,248,223,2135,2,32,2
3041,63,11,285,125,2916,230,218,120,2227,2,32,1
3082,232,26,488,161,3046,170,252,211,2326,2,30,2
3156,266,12,721,235,3205,189,245,196,2455,2,30,1
3246,259,25,924,325,3352,153,244,225,2582,2,26,2
3411,162,9,42,3,3129,229,243,145,1026,2,34,7
3405,76,9,150,0,2897,232,223,124,797,2,34,7
3349,115,26,60,-10,2524,254,204,60,450,2,38,7
3299,147,19,42,11,2325,242,234,113,309,2,34,7
3250,19,12,124,8,2072,211,214,138,295,2,34,7
3270,337,16,228,45,1879,182,215,171,426,2,38,7
3256,32,26,153,28,1664,204,174,94,631,2,38,7
3189,354,20,0,0,1456,183,202,153,854,2,21,7
3176,43,10,218,64,1237,222,219,131,1113,2,21,1
3116,16,24,330,30,1082,191,182,119,1318,2,21,1
3096,326,12,362,32,932,191,227,175,1554,2,21,1
3134,301,24,457,113,836,147,222,212,1761,2,23,1
3177,306,7,576,167,752,201,236,174,1998,2,23,1
3185,162,15,420,68,677,233,243,136,2002,2,31,2
3155,129,17,180,38,660,245,228,106,1895,2,31,1
3109,100,11,0,0,693,238,225,116,1822,2,31,1
3051,81,10,0,0,799,233,223,121,1708,2,21,1
3046,110,20,30,-7,933,249,214,84,1611,2,21,1
2914,106,27,0,0,1101,253,196,51,1529,2,32,1
2837,99,7,60,-20,1209,233,230,130,1485,2,22,1
2847,314,14,90,17,1187,183,229,186,1399,2,22,1
2939,301,35,268,116,1146,106,202,226,1304,2,32,1
3071,310,22,446,260,1140,155,219,202,1230,2,32,1
3116,337,12,595,322,1154,195,224,168,1201,2,32,1
3116,342,11,787,341,1215,197,223,165,1213,2,30,1
3142,305,14,957,374,1271,181,232,191,1262,2,30,1
3194,292,18,799,-8,1384,165,233,207,1370,2,32,1
3251,321,15,636,48,1454,182,224,182,1482,2,12,1
3221,101,20,433,66,1383,249,209,80,1635,2,12,2
3164,145,13,277,48,1353,238,237,127,1784,2,12,2
3101,88,23,67,22,1358,247,196,67,1761,2,12,1
3067,28,10,67,6,1397,216,218,137,1741,2,31,1
3044,22,10,216,8,1304,214,218,140,1749,2,31,1
3028,28,9,361,15,1114,217,220,138,1783,2,31,1
2990,58,12,497,2,907,228,214,117,1851,2,31,1
2949,73,16,366,4,743,237,209,99,1932,2,23,1
2912,31,10,175,6,592,218,219,136,2048,2,23,1
2890,300,22,30,11,518,152,225,210,1898,2,23,1
2901,50,12,60,6,589,225,214,122,1537,2,31,2
2874,29,12,170,4,674,216,214,133,1415,2,31,2
2894,5,19,324,53,828,192,199,141,1304,2,32,2
2889,357,15,390,158,979,194,211,153,1237,2,32,1
2863,17,17,313,115,1173,203,201,131,1201,2,32,1
2826,58,21,180,75,1355,230,191,84,1209,2,31,2
2785,270,28,108,30,1627,135,236,233,1282,2,12,2
2860,325,18,268,69,1822,172,217,183,1370,2,32,1
2844,14,21,175,29,2049,196,192,127,1500,2,32,1
3206,221,10,150,7,212,207,250,178,1320,1,22,1
3221,246,9,390,22,418,203,247,182,1100,1,22,1
3244,308,15,573,60,648,177,229,192,890,1,22,1
3227,311,15,426,81,511,178,228,190,1351,1,23,2
3233,1,12,366,35,684,203,217,152,1358,1,23,2
3218,294,18,301,20,886,165,232,206,1405,1,23,2
3239,61,5,384,41,1075,224,229,141,1477,1,31,1
3213,33,37,566,18,930,186,133,55,1590,1,32,1
3153,339,10,564,-12,721,199,226,166,1710,1,32,1
3160,42,25,510,-5,481,215,177,84,1867,1,32,1
3153,332,22,579,92,150,165,207,179,2023,2,32,2
3204,348,7,644,128,390,207,229,160,1894,2,32,2
3185,28,11,469,109,600,216,215,134,1800,2,32,2
3155,35,17,323,79,840,216,201,115,1718,2,32,2
3137,318,13,306,61,1080,187,228,182,1667,2,32,2
3150,18,25,351,78,1320,192,179,114,1650,2,32,2
3131,18,21,371,24,1530,198,190,122,1663,2,32,2
3101,10,13,150,-5,1748,206,214,145,1710,2,22,2
3076,351,20,42,9,1888,180,202,157,1777,2,22,2
3116,317,22,272,75,2063,158,216,195,1879,2,32,2
3129,27,20,481,88,2226,207,191,113,1989,2,32,2
3026,56,26,350,121,2446,226,176,68,2044,2,32,1
3013,345,25,228,95,2563,161,191,163,2067,2,32,1
2942,52,28,42,23,2676,222,169,63,2118,2,32,1
3008,251,31,162,92,2821,138,243,232,2206,2,32,2
3038,247,20,395,117,2966,173,250,212,2308,2,22,1
3120,272,21,598,199,3102,159,241,218,2414,2,30,2
3201,258,29,830,280,3267,138,241,233,2550,2,26,2
3288,253,22,992,289,3419,164,248,218,2681,2,26,2
3411,152,11,182,6,2934,234,240,136,836,2,34,7
3348,254,9,0,0,2590,200,246,185,516,2,34,7
3296,139,11,30,0,2363,236,237,130,350,2,34,7
3268,23,15,85,5,2167,210,206,129,301,2,34,7
3271,335,16,216,43,1947,181,216,173,404,2,38,7
3283,8,24,228,28,1758,184,184,130,566,2,38,7
3205,64,21,0,0,1549,234,191,79,780,2,38,7
3199,17,13,108,36,1374,208,211,138,977,2,21,1
3155,64,20,309,52,1189,234,195,85,1208,2,21,1
3117,26,18,360,36,1045,209,198,121,1412,2,21,1
3117,327,17,430,68,912,176,218,181,1648,2,21,1
3164,329,18,524,151,837,176,217,179,1854,2,23,1
3182,191,4,511,65,731,219,242,159,2073,2,31,2
3168,135,8,301,51,691,234,237,134,1972,2,21,1
3127,80,9,67,10,700,233,223,122,1879,2,21,1
3084,64,21,0,0,765,234,192,81,1797,2,21,1
3055,28,5,60,0,895,218,230,148,1677,2,21,1
2965,83,28,0,0,1061,245,181,46,1584,2,32,1
2851,90,16,60,-27,1207,243,213,96,1524,2,22,1
2844,299,2,30,1,1243,212,238,164,1423,2,22,1
2916,297,31,234,91,1184,120,213,225,1301,2,32,1
3042,302,29,404,224,1170,129,213,218,1224,2,32,1
3114,321,20,573,309,1176,164,216,190,1176,2,32,1
3118,0,12,732,327,1216,202,217,152,1173,2,30,1
3139,308,13,949,369,1290,184,232,188,1224,2,30,1
3176,297,13,860,-26,1369,183,235,192,1301,2,30,1
3242,308,15,661,39,1489,177,229,192,1423,2,32,1
3251,79,11,497,75,1434,235,220,115,1552,2,12,2
3172,117,19,297,27,1388,248,219,92,1719,2,12,2
3132,108,15,150,22,1381,245,221,100,1806,2,30,1
3076,22,10,42,3,1412,214,218,140,1774,2,31,1
3053,32,11,192,6,1371,218,217,134,1774,2,31,1
3034,30,10,361,12,1154,217,218,136,1806,2,31,1
3005,59,13,497,9,973,230,211,112,1860,2,31,1
2959,74,15,376,7,785,237,211,102,1947,2,31,1
2920,21,8,212,-5,649,215,223,145,2043,2,23,1
2891,351,12,0,0,553,198,219,159,1940,2,23,1
2946,243,4,190,85,540,211,243,170,1782,2,31,1
2898,29,12,108,3,636,216,214,133,1524,2,31,2
2881,343,13,234,12,732,194,220,165,1410,2,31,2
2895,19,17,384,53,891,205,202,129,1310,2,32,2
2897,0,8,390,152,1045,209,226,155,1253,2,32,1
2858,63,10,330,115,1240,229,221,124,1230,2,31,2
2807,61,15,120,56,1422,231,207,105,1248,2,32,5
2781,259,28,95,26,1639,143,242,231,1310,2,12,2
2864,303,16,295,73,1833,174,231,196,1396,2,12,1
2854,16,20,201,39,2059,199,194,127,1524,2,32,1
2844,14,16,108,21,2208,203,206,137,1657,2,32,1
3214,79,4,330,15,376,224,233,144,1167,1,22,1
3229,299,7,540,45,569,200,237,177,983,1,22,1
3324,188,3,170,34,499,220,242,158,1008,1,31,2
3243,331,2,446,45,624,213,236,160,1381,1,23,2
3234,22,24,330,36,875,197,180,110,1426,1,23,2
3244,68,8,391,46,1060,228,225,130,1493,1,31,1
3244,24,31,558,49,962,187,157,89,1600,1,32,1
3160,44,16,551,-5,752,222,204,112,1716,1,32,1
3179,36,23,481,13,514,212,184,98,1869,1,32,1
3140,359,9,384,-4,306,206,223,155,2016,1,32,1
3207,347,11,711,131,330,200,223,161,1950,2,32,2
3199,29,20,534,123,540,209,191,111,1852,2,32,2
3164,11,10,362,88,810,210,221,147,1756,2,32,2
3141,7,19,330,65,1020,195,200,139,1707,2,32,2
3170,352,25,365,94,1260,167,187,151,1681,2,32,2
3150,22,18,424,22,1470,206,198,124,1687,2,32,2
3112,35,19,190,5,1710,215,195,110,1725,2,22,2
3095,19,21,0,0,1869,199,190,121,1784,2,22,2
3114,333,21,218,73,2038,166,208,178,1878,2,32,2
3146,7,13,424,105,2197,204,214,146,1981,2,32,2
3080,65,26,426,172,2389,234,178,61,2070,2,32,1
3012,342,17,295,94,2509,183,213,167,2088,2,32,1
2973,45,28,108,48,2620,215,168,71,2132,2,32,1
2968,251,29,95,52,2763,145,245,229,2212,2,32,2
3033,86,12,331,112,2905,237,221,113,2308,2,22,1
3098,281,23,532,177,3039,151,235,221,2408,2,30,2
3162,272,18,765,241,3203,171,243,210,2539,2,26,1
3260,248,22,953,261,3354,169,250,214,2666,2,26,2
3399,162,21,175,-1,2942,235,240,125,847,2,34,7
3352,41,5,0,0,2713,220,229,145,633,2,34,7
3296,355,14,0,0,2318,197,215,155,351,2,34,7
3264,16,16,170,14,2096,205,206,134,351,2,34,7
