education,sex,hours-per-week,race,age,occupation,marital-status,education-num,fnlwgt,capital-loss,relationship,workclass,capital-gain,income
Prof-school,Female,60,White,31,Prof-specialty,Married-civ-spouse,15,106437,0,Wife,Private,0,>50K
HS-grad,Male,40,White,49,Exec-managerial,Married-civ-spouse,9,306289,0,Husband,Self-emp-inc,0,>50K
Doctorate,Male,60,White,45,Prof-specialty,Married-civ-spouse,16,201699,0,Husband,Self-emp-inc,0,>50K
9th,Male,40,White,42,Transport-moving,Married-civ-spouse,5,282062,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,48,Machine-op-inspct,Married-civ-spouse,9,235108,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,33,Craft-repair,Married-civ-spouse,9,339482,0,Husband,Private,0,<=50K
Some-college,Male,40,White,24,Adm-clerical,Never-married,10,181820,0,Own-child,Private,0,<=50K
Some-college,Male,50,White,49,Sales,Married-civ-spouse,10,99335,0,Husband,Self-emp-not-inc,0,<=50K
Some-college,Male,40,White,40,Machine-op-inspct,Married-civ-spouse,10,367533,0,Husband,Private,2580,<=50K
Assoc-voc,Male,45,White,57,Prof-specialty,Married-civ-spouse,11,64960,1902,Husband,Private,0,<=50K
HS-grad,Female,40,White,50,Adm-clerical,Divorced,9,269095,0,Not-in-family,Private,0,<=50K
Bachelors,Male,55,White,46,Exec-managerial,Married-civ-spouse,13,58683,0,Husband,Private,15024,>50K
Some-college,Male,60,White,35,Exec-managerial,Married-civ-spouse,10,89508,0,Husband,Self-emp-not-inc,3908,<=50K
Some-college,Female,20,White,19,Other-service,Never-married,10,100999,0,Own-child,Private,0,<=50K
10th,Female,28,White,18,Other-service,Never-married,6,34125,0,Own-child,Private,0,<=50K
HS-grad,Male,40,White,20,Craft-repair,Never-married,9,115057,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,42,Transport-moving,Divorced,9,139126,0,Not-in-family,Private,0,<=50K
HS-grad,Female,20,White,40,Adm-clerical,Married-civ-spouse,9,178866,0,Wife,Federal-gov,0,>50K
Masters,Male,45,Asian-Pac-Islander,54,Exec-managerial,Married-civ-spouse,14,139850,0,Husband,Private,0,>50K
HS-grad,Male,45,White,28,Craft-repair,Married-civ-spouse,9,61435,0,Husband,Private,0,<=50K
Some-college,Male,40,White,38,Craft-repair,Married-civ-spouse,10,309230,0,Husband,Private,0,>50K
Some-college,Female,40,White,28,Priv-house-serv,Never-married,10,45613,0,Not-in-family,Private,0,<=50K
11th,Male,40,White,22,Craft-repair,Never-married,7,272615,0,Own-child,Private,0,<=50K
Bachelors,Male,50,White,31,Exec-managerial,Married-civ-spouse,13,54318,0,Husband,Private,0,>50K
HS-grad,Male,40,White,27,Craft-repair,Married-civ-spouse,9,165519,0,Husband,Private,0,<=50K
Bachelors,Male,42,White,45,Prof-specialty,Married-civ-spouse,13,48495,0,Husband,Private,0,>50K
Bachelors,Male,40,White,38,Exec-managerial,Married-civ-spouse,13,143123,0,Husband,Private,0,>50K
Assoc-acdm,Female,4,White,67,Exec-managerial,Married-civ-spouse,12,431426,0,Wife,Self-emp-not-inc,20051,>50K
Masters,Male,16,White,75,Protective-serv,Never-married,14,256474,0,Not-in-family,Private,0,<=50K
Masters,Female,60,Black,41,Exec-managerial,Divorced,14,191451,0,Unmarried,Private,0,>50K
Bachelors,Male,60,White,37,Sales,Married-civ-spouse,13,99146,0,Husband,Private,0,>50K
HS-grad,Male,40,White,25,Craft-repair,Married-civ-spouse,9,189897,0,Own-child,Private,0,<=50K
HS-grad,Female,40,White,52,Adm-clerical,Widowed,9,145155,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,27,Protective-serv,Never-married,9,192257,0,Own-child,State-gov,2174,<=50K
HS-grad,Male,80,White,27,Exec-managerial,Married-civ-spouse,9,137629,0,Husband,Local-gov,0,>50K
Some-college,Male,33,White,42,Tech-support,Never-married,10,156526,0,Not-in-family,Private,0,<=50K
HS-grad,Female,40,Amer-Indian-Eskimo,28,Prof-specialty,Never-married,9,25684,0,Not-in-family,Private,0,<=50K
HS-grad,Male,50,White,38,Craft-repair,Married-civ-spouse,9,192939,0,Husband,Self-emp-not-inc,0,<=50K
Some-college,Male,50,White,28,Craft-repair,Never-married,10,138692,0,Own-child,Private,0,<=50K
HS-grad,Female,40,White,29,Adm-clerical,Never-married,9,222249,0,Other-relative,Private,0,<=50K
Some-college,Female,40,Black,30,Exec-managerial,Never-married,10,56004,0,Own-child,Private,0,<=50K
Some-college,Male,40,White,48,Handlers-cleaners,Married-civ-spouse,10,182313,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,24,Handlers-cleaners,Never-married,9,125031,0,Other-relative,Private,0,<=50K
Doctorate,Male,40,White,47,Prof-specialty,Married-civ-spouse,16,216414,0,Husband,State-gov,0,>50K
Some-college,Female,40,White,29,Prof-specialty,Never-married,10,356133,0,Other-relative,Private,0,<=50K
Assoc-acdm,Male,40,White,45,Craft-repair,Divorced,12,185397,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,24,Craft-repair,Never-married,9,308285,0,Own-child,Private,0,<=50K
HS-grad,Male,40,White,40,Machine-op-inspct,Married-civ-spouse,9,56651,0,Husband,Private,0,<=50K
Bachelors,Female,50,White,46,Prof-specialty,Divorced,13,44706,0,Unmarried,Federal-gov,0,>50K
Some-college,Male,40,White,32,Machine-op-inspct,Married-civ-spouse,10,248754,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,20,Sales,Never-married,9,104981,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,46,Other-service,Married-civ-spouse,9,188325,0,Husband,Private,0,<=50K
HS-grad,Female,35,White,21,Sales,Never-married,9,221661,0,Own-child,Private,0,<=50K
Masters,Male,40,Asian-Pac-Islander,59,Exec-managerial,Married-civ-spouse,14,81973,0,Husband,Private,0,>50K
Some-college,Male,50,White,31,Prof-specialty,Married-civ-spouse,10,169122,0,Husband,Private,0,<=50K
Some-college,Female,40,White,48,Exec-managerial,Divorced,10,216734,0,Not-in-family,Private,0,<=50K
7th-8th,Male,40,White,34,Transport-moving,Married-civ-spouse,4,98101,0,Husband,Private,0,<=50K
Some-college,Male,25,White,19,Other-service,Never-married,10,292511,0,Own-child,Private,0,<=50K
Some-college,Male,35,White,20,Sales,Never-married,10,122971,0,Own-child,Private,0,<=50K
Bachelors,Male,50,White,29,Prof-specialty,Never-married,13,124953,0,Own-child,Private,0,<=50K
Some-college,Male,40,White,54,Craft-repair,Married-civ-spouse,10,123011,0,Husband,Private,0,>50K
HS-grad,Male,52,White,36,Craft-repair,Married-civ-spouse,9,76417,0,Husband,Private,0,<=50K
Bachelors,Male,50,White,43,Sales,Never-married,13,351576,0,Not-in-family,Private,0,>50K
Bachelors,Male,40,White,46,Tech-support,Married-civ-spouse,13,33794,0,Husband,Federal-gov,3103,>50K
Masters,Male,45,White,33,Prof-specialty,Married-civ-spouse,14,79923,0,Husband,Private,0,>50K
10th,Female,45,White,33,Other-service,Divorced,6,117983,0,Unmarried,Private,0,<=50K
Some-college,Male,40,White,36,Transport-moving,Married-civ-spouse,10,186110,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,37,Handlers-cleaners,Married-civ-spouse,9,187589,0,Husband,Private,5178,>50K
HS-grad,Male,60,White,45,Craft-repair,Married-civ-spouse,9,162923,0,Husband,Self-emp-not-inc,0,<=50K
Bachelors,Female,40,White,25,Adm-clerical,Never-married,13,288519,0,Not-in-family,Private,0,<=50K
Assoc-voc,Male,40,White,28,Machine-op-inspct,Married-civ-spouse,11,33798,0,Husband,Private,0,<=50K
HS-grad,Female,40,White,26,Adm-clerical,Never-married,9,195734,0,Own-child,Private,2354,<=50K
HS-grad,Male,40,White,23,Priv-house-serv,Never-married,9,214120,0,Own-child,Private,0,<=50K
HS-grad,Female,40,White,24,Exec-managerial,Never-married,9,113515,0,Not-in-family,Private,0,<=50K
Some-college,Female,40,White,58,Prof-specialty,Divorced,10,261230,0,Not-in-family,Self-emp-not-inc,0,<=50K
Assoc-voc,Female,40,White,36,Tech-support,Divorced,11,98515,0,Unmarried,Private,0,<=50K
Some-college,Male,50,White,46,Sales,Married-civ-spouse,10,187715,0,Husband,Private,0,<=50K
Some-college,Male,50,White,32,Sales,Married-civ-spouse,10,123964,0,Husband,Private,4386,<=50K
HS-grad,Male,40,Black,26,Other-service,Never-married,9,68991,0,Unmarried,Private,0,<=50K
5th-6th,Female,40,White,52,Handlers-cleaners,Never-married,3,292110,0,Not-in-family,Private,0,<=50K
HS-grad,Female,45,White,19,Other-service,Never-married,9,198320,0,Not-in-family,Private,0,<=50K
Bachelors,Male,60,White,33,Prof-specialty,Married-civ-spouse,13,709798,0,Husband,Private,0,>50K
HS-grad,Male,40,White,60,Craft-repair,Married-civ-spouse,9,372838,0,Husband,Private,0,<=50K
Some-college,Male,38,White,39,Exec-managerial,Divorced,10,160402,0,Not-in-family,Private,0,<=50K
Bachelors,Male,45,White,45,Exec-managerial,Divorced,13,98475,0,Not-in-family,Private,0,<=50K
Some-college,Female,40,Black,37,Adm-clerical,Married-spouse-absent,10,97136,0,Unmarried,Local-gov,0,<=50K
Assoc-acdm,Male,40,White,29,Tech-support,Never-married,12,136985,0,Own-child,Private,0,<=50K
Some-college,Male,66,White,53,Craft-repair,Married-civ-spouse,10,187356,0,Husband,Private,0,<=50K
Some-college,Male,40,White,46,Exec-managerial,Married-civ-spouse,10,107231,1740,Husband,State-gov,0,<=50K
Some-college,Male,40,White,20,Transport-moving,Never-married,10,305874,0,Own-child,Private,0,<=50K
Masters,Female,40,White,39,Prof-specialty,Never-married,14,290922,0,Own-child,Private,0,<=50K
Some-college,Female,40,White,48,Prof-specialty,Married-civ-spouse,10,248254,0,Wife,Private,7298,>50K
HS-grad,Male,48,Black,38,Craft-repair,Married-civ-spouse,9,160808,0,Husband,Private,4386,<=50K
HS-grad,Male,45,White,36,Craft-repair,Married-civ-spouse,9,247321,0,Husband,Private,0,<=50K
7th-8th,Female,56,Black,53,Machine-op-inspct,Divorced,4,247651,0,Unmarried,Private,0,<=50K
HS-grad,Male,35,White,29,Craft-repair,Never-married,9,214702,1974,Not-in-family,Private,0,<=50K
7th-8th,Male,50,White,64,Adm-clerical,Married-civ-spouse,4,75577,0,Husband,Private,2580,<=50K
Some-college,Male,50,White,34,Exec-managerial,Married-civ-spouse,10,561334,0,Husband,Private,0,>50K
Bachelors,Female,40,White,41,Prof-specialty,Divorced,13,401134,0,Unmarried,Local-gov,0,<=50K
HS-grad,Female,38,White,34,Exec-managerial,Divorced,9,258170,0,Unmarried,Private,0,<=50K
Some-college,Male,40,White,22,Tech-support,Married-civ-spouse,10,300871,0,Husband,Private,0,<=50K
12th,Male,40,White,43,Craft-repair,Married-civ-spouse,8,136721,0,Husband,Private,0,<=50K
Some-college,Male,40,White,36,Exec-managerial,Never-married,10,109133,0,Not-in-family,Private,0,<=50K
HS-grad,Male,55,White,47,Sales,Married-civ-spouse,9,186534,0,Husband,Private,0,>50K
Some-college,Male,40,White,33,Machine-op-inspct,Separated,10,241885,0,Not-in-family,Private,0,<=50K
Some-college,Female,40,White,27,Machine-op-inspct,Never-married,10,97165,0,Other-relative,Private,0,<=50K
Some-college,Male,70,White,33,Tech-support,Never-married,10,212918,0,Not-in-family,Private,0,<=50K
HS-grad,Female,40,White,24,Transport-moving,Married-civ-spouse,9,211585,0,Own-child,Private,0,<=50K
Some-college,Female,40,White,47,Prof-specialty,Divorced,10,178309,0,Not-in-family,Local-gov,0,<=50K
10th,Male,40,White,48,Exec-managerial,Married-civ-spouse,6,481987,0,Husband,Self-emp-inc,0,<=50K
HS-grad,Male,50,White,28,Sales,Married-civ-spouse,9,215211,0,Husband,Private,0,<=50K
Bachelors,Male,40,White,33,Prof-specialty,Married-civ-spouse,13,194901,0,Husband,Local-gov,0,>50K
Bachelors,Male,40,White,44,Machine-op-inspct,Married-civ-spouse,13,340885,1977,Husband,Private,0,>50K
Assoc-voc,Male,56,White,33,Protective-serv,Never-married,11,190290,0,Not-in-family,Local-gov,0,<=50K
Some-college,Female,25,White,26,Adm-clerical,Never-married,10,188569,0,Not-in-family,Private,0,<=50K
Assoc-voc,Male,40,White,22,Exec-managerial,Never-married,11,162282,0,Own-child,Private,0,<=50K
Some-college,Male,55,White,34,Exec-managerial,Married-civ-spouse,10,287315,0,Husband,Private,0,>50K
Some-college,Male,45,White,31,Exec-managerial,Never-married,10,304212,0,Own-child,Self-emp-inc,0,<=50K
Assoc-voc,Male,40,White,38,Exec-managerial,Married-civ-spouse,11,256864,0,Husband,Local-gov,0,<=50K
Some-college,Female,40,White,51,Prof-specialty,Married-civ-spouse,10,46401,0,Wife,Self-emp-not-inc,0,>50K
Some-college,Male,40,White,36,Exec-managerial,Married-civ-spouse,10,37778,0,Husband,Private,0,<=50K
Some-college,Male,54,White,29,Protective-serv,Married-civ-spouse,10,191722,0,Husband,Private,7688,>50K
HS-grad,Male,15,White,64,Sales,Married-civ-spouse,9,103643,0,Husband,Self-emp-not-inc,0,>50K
Some-college,Male,55,White,24,Machine-op-inspct,Never-married,10,143766,0,Own-child,Private,0,<=50K
Some-college,Female,20,White,21,Exec-managerial,Never-married,10,204425,0,Own-child,State-gov,0,<=50K
Some-college,Male,60,White,28,Craft-repair,Married-civ-spouse,10,156257,0,Husband,Private,0,>50K
HS-grad,Male,50,White,41,Craft-repair,Married-civ-spouse,9,112262,0,Husband,Self-emp-inc,0,<=50K
9th,Male,16,White,17,Other-service,Never-married,5,28031,0,Own-child,Private,0,<=50K
Doctorate,Male,50,White,58,Prof-specialty,Married-civ-spouse,16,320102,0,Husband,Private,0,>50K
Bachelors,Male,8,White,50,Sales,Married-civ-spouse,13,334273,0,Husband,Self-emp-not-inc,0,<=50K
HS-grad,Male,40,White,47,Craft-repair,Married-civ-spouse,9,278900,0,Husband,Private,0,<=50K
Some-college,Male,20,White,24,Sales,Never-married,10,142528,0,Own-child,Private,0,<=50K
Some-college,Male,40,Black,50,Exec-managerial,Married-civ-spouse,10,343014,0,Husband,Federal-gov,0,<=50K
Doctorate,Male,40,White,31,Prof-specialty,Married-civ-spouse,16,81030,0,Husband,Self-emp-not-inc,0,>50K
HS-grad,Male,70,White,40,Farming-fishing,Married-civ-spouse,9,34007,0,Husband,Self-emp-not-inc,0,>50K
Some-college,Female,60,White,31,Sales,Never-married,10,29662,0,Not-in-family,Private,0,<=50K
9th,Male,40,Black,53,Machine-op-inspct,Married-civ-spouse,5,347446,0,Husband,Private,0,<=50K
HS-grad,Female,40,White,33,Adm-clerical,Never-married,9,90668,0,Not-in-family,Private,0,<=50K
Bachelors,Male,40,White,43,Other-service,Married-civ-spouse,13,190403,0,Husband,Private,0,<=50K
Some-college,Female,50,White,56,Exec-managerial,Married-civ-spouse,10,109015,0,Wife,Private,7688,>50K
Bachelors,Female,50,White,38,Exec-managerial,Married-civ-spouse,13,234807,0,Wife,Private,0,>50K
11th,Female,30,White,18,Sales,Never-married,7,157131,0,Own-child,Private,0,<=50K
HS-grad,Male,40,White,50,Exec-managerial,Married-civ-spouse,9,94081,0,Husband,Private,0,>50K
HS-grad,Female,12,White,78,Sales,Widowed,9,135566,0,Unmarried,Private,2329,<=50K
11th,Male,40,White,27,Craft-repair,Married-civ-spouse,7,103164,0,Husband,Private,0,<=50K
Some-college,Female,25,White,19,Sales,Never-married,10,570002,0,Own-child,Private,0,<=50K
Bachelors,Female,40,White,24,Tech-support,Never-married,13,215797,0,Not-in-family,State-gov,0,<=50K
Some-college,Male,15,White,20,Sales,Never-married,10,289405,1602,Own-child,Private,0,<=50K
Masters,Male,35,White,25,Prof-specialty,Never-married,14,239461,0,Own-child,Private,0,<=50K
Bachelors,Female,50,White,34,Sales,Divorced,13,101510,0,Not-in-family,Private,0,>50K
Assoc-voc,Male,35,White,30,Sales,Married-civ-spouse,11,443546,0,Husband,Self-emp-inc,0,<=50K
Masters,Female,40,White,37,Prof-specialty,Divorced,14,141029,0,Not-in-family,Federal-gov,0,<=50K
HS-grad,Male,48,White,38,Machine-op-inspct,Married-civ-spouse,9,207202,0,Husband,Private,0,>50K
HS-grad,Male,30,White,35,Transport-moving,Married-civ-spouse,9,222989,0,Husband,Private,0,<=50K
HS-grad,Male,30,White,75,Farming-fishing,Married-civ-spouse,9,36325,0,Husband,Self-emp-not-inc,0,<=50K
Some-college,Female,50,White,47,Exec-managerial,Married-civ-spouse,10,73394,0,Wife,Private,0,<=50K
10th,Male,40,White,23,Handlers-cleaners,Married-civ-spouse,6,249046,0,Husband,Private,0,<=50K
HS-grad,Female,8,White,51,Adm-clerical,Divorced,9,100653,0,Not-in-family,Federal-gov,0,<=50K
HS-grad,Male,40,Black,42,Other-service,Divorced,9,1125613,0,Not-in-family,Local-gov,0,<=50K
Some-college,Female,32,White,32,Tech-support,Married-civ-spouse,10,101352,0,Wife,Private,0,>50K
HS-grad,Female,35,White,54,Sales,Separated,9,340476,0,Unmarried,Private,0,<=50K
Some-college,Female,40,White,20,Handlers-cleaners,Never-married,10,192711,0,Own-child,Private,0,<=50K
HS-grad,Male,40,White,39,Craft-repair,Married-civ-spouse,9,273362,0,Husband,Private,0,>50K
HS-grad,Male,38,White,41,Craft-repair,Married-civ-spouse,9,100451,0,Husband,Private,7688,>50K
HS-grad,Female,40,White,35,Machine-op-inspct,Never-married,9,85399,0,Not-in-family,Private,0,<=50K
Bachelors,Male,35,White,45,Craft-repair,Married-civ-spouse,13,168191,0,Husband,Local-gov,0,>50K
Bachelors,Female,40,White,27,Sales,Never-married,13,153475,0,Not-in-family,Private,0,<=50K
7th-8th,Male,30,White,61,Sales,Married-civ-spouse,4,196773,0,Husband,Self-emp-not-inc,0,>50K
HS-grad,Male,50,White,41,Sales,Never-married,9,180138,0,Not-in-family,Private,0,<=50K
Some-college,Male,40,White,22,Tech-support,Never-married,10,48347,0,Own-child,Private,0,<=50K
Some-college,Male,40,Black,55,Craft-repair,Married-civ-spouse,10,175071,0,Husband,Private,15024,>50K
Some-college,Male,40,White,25,Craft-repair,Married-civ-spouse,10,181772,0,Husband,Private,0,<=50K
Some-college,Female,35,White,20,Other-service,Never-married,10,284317,0,Own-child,Private,0,<=50K
Some-college,Female,35,Black,20,Machine-op-inspct,Never-married,10,237305,0,Other-relative,Private,0,<=50K
Bachelors,Male,16,White,67,Exec-managerial,Married-civ-spouse,13,111321,0,Husband,Self-emp-inc,0,<=50K
Some-college,Male,60,White,44,Sales,Married-civ-spouse,10,278476,0,Husband,Private,0,>50K
HS-grad,Male,60,White,42,Sales,Married-civ-spouse,9,39060,0,Husband,Private,0,>50K
Some-college,Female,38,White,48,Craft-repair,Never-married,10,198000,0,Unmarried,Private,0,>50K
HS-grad,Female,40,Black,25,Adm-clerical,Never-married,9,397962,0,Other-relative,Private,0,<=50K
HS-grad,Female,99,White,31,Other-service,Divorced,9,178370,0,Unmarried,Private,0,>50K
Bachelors,Female,70,White,48,Sales,Married-spouse-absent,13,121253,2472,Unmarried,Private,0,>50K
Masters,Male,20,White,40,Prof-specialty,Divorced,14,56072,0,Not-in-family,Private,0,<=50K
Some-college,Male,40,White,26,Sales,Married-civ-spouse,10,176756,0,Husband,Private,0,<=50K
HS-grad,Female,35,White,28,Other-service,Married-civ-spouse,9,60374,0,Own-child,Private,0,<=50K
Some-college,Male,40,White,52,Craft-repair,Married-civ-spouse,10,165681,0,Husband,Private,0,>50K
HS-grad,Male,40,White,41,Prof-specialty,Married-civ-spouse,9,287037,0,Husband,Self-emp-not-inc,0,<=50K
Bachelors,Female,50,White,39,Farming-fishing,Married-civ-spouse,13,55568,0,Wife,Self-emp-not-inc,0,<=50K
HS-grad,Female,30,White,19,Sales,Never-married,9,201178,0,Not-in-family,Private,0,<=50K
Some-college,Male,40,White,27,Machine-op-inspct,Married-civ-spouse,10,37250,1651,Husband,Private,0,<=50K
Assoc-voc,Male,50,White,59,Sales,Married-civ-spouse,11,314149,1740,Husband,Private,0,<=50K
Some-college,Male,40,White,19,Sales,Never-married,10,264593,0,Other-relative,Private,0,<=50K
HS-grad,Male,50,White,32,Handlers-cleaners,Never-married,9,159589,0,Own-child,Private,0,<=50K
HS-grad,Male,40,White,39,Handlers-cleaners,Never-married,9,454915,0,Other-relative,Private,0,<=50K
HS-grad,Male,40,White,33,Craft-repair,Married-civ-spouse,9,285131,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,38,Handlers-cleaners,Never-married,9,150057,0,Not-in-family,Private,0,<=50K
Some-college,Male,45,White,27,Farming-fishing,Never-married,10,55390,0,Own-child,Private,0,<=50K
HS-grad,Female,45,White,23,Exec-managerial,Never-married,9,314894,0,Own-child,Private,0,<=50K
Assoc-acdm,Male,68,White,37,Sales,Married-civ-spouse,12,97986,0,Husband,Self-emp-inc,0,<=50K
HS-grad,Male,65,White,31,Transport-moving,Married-civ-spouse,9,210562,0,Husband,Private,0,<=50K
Assoc-acdm,Female,37,White,24,Sales,Never-married,12,233280,0,Own-child,Private,0,<=50K
Some-college,Female,40,White,25,Adm-clerical,Married-civ-spouse,10,263773,0,Wife,Private,0,>50K
11th,Male,40,White,59,Machine-op-inspct,Never-married,7,96459,0,Not-in-family,Private,0,<=50K
HS-grad,Female,40,White,39,Adm-clerical,Divorced,9,116608,0,Unmarried,Federal-gov,0,<=50K
Some-college,Male,40,White,28,Handlers-cleaners,Never-married,10,180007,0,Own-child,Private,0,<=50K
HS-grad,Male,40,White,22,Handlers-cleaners,Never-married,9,305466,0,Not-in-family,Private,0,<=50K
Some-college,Female,40,White,25,Other-service,Never-married,10,129784,0,Own-child,Private,0,<=50K
Some-college,Male,50,White,27,Craft-repair,Never-married,10,367390,0,Unmarried,Private,0,<=50K
HS-grad,Male,40,White,20,Sales,Never-married,9,235691,0,Unmarried,Private,0,<=50K
10th,Male,25,White,43,Farming-fishing,Divorced,6,160369,0,Unmarried,Self-emp-not-inc,0,<=50K
Some-college,Female,40,White,39,Adm-clerical,Divorced,10,206298,0,Not-in-family,Private,0,<=50K
Bachelors,Male,45,White,27,Prof-specialty,Never-married,13,183523,0,Not-in-family,Private,0,<=50K
10th,Female,5,White,17,Sales,Never-married,6,217342,0,Own-child,Private,0,<=50K
Prof-school,Male,72,White,40,Prof-specialty,Married-civ-spouse,15,141858,0,Husband,State-gov,0,<=50K
Some-college,Male,48,White,50,Craft-repair,Married-civ-spouse,10,213296,0,Husband,Private,0,>50K
Bachelors,Female,35,White,23,Adm-clerical,Never-married,13,201682,0,Own-child,Self-emp-inc,0,<=50K
HS-grad,Male,65,White,60,Sales,Married-civ-spouse,9,178312,0,Husband,Private,7298,>50K
HS-grad,Female,40,White,30,Exec-managerial,Never-married,9,269723,0,Not-in-family,Private,0,<=50K
HS-grad,Male,50,White,24,Handlers-cleaners,Married-civ-spouse,9,200593,0,Husband,Private,0,<=50K
Bachelors,Female,20,White,23,Adm-clerical,Never-married,13,32616,0,Own-child,Private,0,<=50K
Bachelors,Male,30,White,24,Prof-specialty,Married-civ-spouse,13,259510,0,Husband,Private,5013,<=50K
Bachelors,Male,20,White,45,Craft-repair,Married-civ-spouse,13,271828,0,Husband,Self-emp-not-inc,0,<=50K
Some-college,Male,60,White,58,Exec-managerial,Married-civ-spouse,10,78104,0,Husband,Self-emp-inc,7298,>50K
Some-college,Male,20,White,22,Sales,Never-married,10,113703,0,Other-relative,Private,0,<=50K
Some-college,Male,40,White,41,Handlers-cleaners,Never-married,10,187802,0,Not-in-family,Private,0,<=50K
7th-8th,Male,40,White,48,Machine-op-inspct,Married-civ-spouse,4,440706,0,Husband,Private,0,>50K
HS-grad,Male,40,White,31,Machine-op-inspct,Divorced,9,191834,0,Other-relative,Private,0,<=50K
Prof-school,Male,50,White,33,Prof-specialty,Married-civ-spouse,15,149184,1977,Husband,Private,0,>50K
Bachelors,Male,50,White,49,Exec-managerial,Married-civ-spouse,13,315998,0,Husband,Self-emp-inc,0,<=50K
Bachelors,Male,50,White,30,Prof-specialty,Married-civ-spouse,13,159589,0,Husband,Private,7688,>50K
HS-grad,Male,40,White,38,Craft-repair,Never-married,9,60313,0,Not-in-family,Private,0,<=50K
HS-grad,Male,48,White,58,Transport-moving,Married-civ-spouse,9,32855,0,Husband,Local-gov,0,<=50K
Bachelors,Female,50,White,58,Prof-specialty,Divorced,13,142326,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,61,Exec-managerial,Married-civ-spouse,9,201965,0,Husband,Self-emp-not-inc,0,<=50K
HS-grad,Male,40,White,58,Sales,Married-civ-spouse,9,172333,0,Husband,Private,7688,>50K
Assoc-voc,Male,45,White,32,Tech-support,Married-civ-spouse,11,206541,0,Husband,Private,0,>50K
HS-grad,Male,50,White,33,Craft-repair,Divorced,9,177828,0,Not-in-family,Self-emp-not-inc,0,<=50K
Bachelors,Female,50,White,28,Exec-managerial,Separated,13,303440,0,Not-in-family,Private,0,>50K
Some-college,Female,11,White,22,Other-service,Never-married,10,89991,0,Own-child,Private,0,<=50K
HS-grad,Male,40,White,35,Craft-repair,Married-civ-spouse,9,186009,0,Husband,Private,0,>50K
HS-grad,Male,55,White,59,Sales,Married-civ-spouse,9,170988,0,Husband,Private,0,<=50K
HS-grad,Male,40,Black,50,Sales,Married-civ-spouse,9,213654,0,Husband,Self-emp-not-inc,0,<=50K
12th,Female,40,White,56,Exec-managerial,Widowed,8,32316,0,Not-in-family,Self-emp-inc,0,<=50K
HS-grad,Male,40,White,36,Craft-repair,Never-married,9,150371,0,Not-in-family,Self-emp-not-inc,0,<=50K
Some-college,Male,60,Amer-Indian-Eskimo,28,Sales,Married-civ-spouse,10,314649,0,Husband,Private,0,<=50K
Assoc-voc,Male,40,Black,42,Prof-specialty,Married-civ-spouse,11,240255,0,Husband,Private,0,>50K
HS-grad,Male,40,White,60,Other-service,Married-civ-spouse,9,206339,0,Husband,Private,0,<=50K
Some-college,Male,91,White,41,Sales,Married-civ-spouse,10,230168,0,Husband,Self-emp-inc,0,<=50K
Bachelors,Male,45,White,42,Tech-support,Married-civ-spouse,13,171424,0,Husband,Private,7298,>50K
HS-grad,Male,55,White,36,Craft-repair,Married-civ-spouse,9,148581,0,Husband,Private,0,>50K
Masters,Male,40,White,52,Prof-specialty,Married-civ-spouse,14,89705,0,Husband,Local-gov,0,>50K
HS-grad,Male,40,White,42,Transport-moving,Married-civ-spouse,9,248406,0,Husband,Self-emp-not-inc,0,<=50K
Some-college,Male,55,White,26,Protective-serv,Married-civ-spouse,10,72594,0,Husband,Local-gov,0,>50K
Bachelors,Female,40,White,31,Prof-specialty,Divorced,13,137537,0,Unmarried,Local-gov,0,<=50K
Some-college,Male,50,White,35,Machine-op-inspct,Married-civ-spouse,10,217274,0,Husband,Private,0,<=50K
9th,Male,25,White,19,Handlers-cleaners,Never-married,5,69151,0,Own-child,Private,0,<=50K
Some-college,Female,80,White,59,Sales,Married-civ-spouse,10,81107,0,Wife,Self-emp-not-inc,0,>50K
Bachelors,Male,40,White,38,Exec-managerial,Married-civ-spouse,13,205852,0,Husband,Private,0,>50K
Bachelors,Male,50,White,36,Exec-managerial,Married-civ-spouse,13,201117,0,Husband,Private,0,<=50K
Masters,Female,55,White,35,Exec-managerial,Never-married,14,397307,0,Not-in-family,Private,0,<=50K
HS-grad,Male,30,White,39,Farming-fishing,Married-civ-spouse,9,115422,0,Husband,Private,0,<=50K
Some-college,Male,40,White,64,Other-service,Separated,10,114994,0,Not-in-family,Private,0,<=50K
10th,Female,25,White,17,Other-service,Never-married,6,39815,0,Own-child,Local-gov,0,<=50K
Some-college,Male,32,White,49,Other-service,Married-civ-spouse,10,151584,0,Husband,Private,0,<=50K
Some-college,Female,25,White,19,Other-service,Never-married,10,164938,0,Own-child,Private,0,<=50K
